Date,Area Type,Area Name,Age,Economic Activity,Employment Status,Employment Type,Gender,Value
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,All aged 16 & over,Inactive ,,, Males ,27500
Apr 2022-Mar 2023,Local Authority,Waltham Forest,All aged 16 & over,Inactive ,,, Males ,33000
Apr 2022-Mar 2023,Local Authority,Wandsworth,All aged 16 & over,Inactive ,,, Males ,18100
Apr 2022-Mar 2023,Local Authority,Westminster,All aged 16 & over,Inactive ,,, Males ,28700
Apr 2022-Mar 2023,Region,London,All aged 16 & over,Inactive ,,, Males ,916800
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,All aged 16 & over,Inactive ,,, Females ,38600
Apr 2022-Mar 2023,Local Authority,Barnet,All aged 16 & over,Inactive ,,, Females ,57100
Apr 2022-Mar 2023,Local Authority,Bexley,All aged 16 & over,Inactive ,,, Females ,35100
Apr 2022-Mar 2023,Local Authority,Brent,All aged 16 & over,Inactive ,,, Females ,81600
Apr 2022-Mar 2023,Local Authority,Bromley,All aged 16 & over,Inactive ,,, Females ,53600
Apr 2022-Mar 2023,Local Authority,Camden,All aged 16 & over,Inactive ,,, Females ,42500
Apr 2022-Mar 2023,Local Authority,City of London,All aged 16 & over,Inactive ,,, Females ,!
Apr 2022-Mar 2023,Local Authority,Croydon,All aged 16 & over,Inactive ,,, Females ,63200
Apr 2022-Mar 2023,Local Authority,Ealing,All aged 16 & over,Inactive ,,, Females ,40200
Apr 2022-Mar 2023,Local Authority,Enfield,All aged 16 & over,Inactive ,,, Females ,52000
Apr 2022-Mar 2023,Local Authority,Greenwich,All aged 16 & over,Inactive ,,, Females ,31000
Apr 2022-Mar 2023,Local Authority,Hackney,All aged 16 & over,Inactive ,,, Females ,37800
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,All aged 16 & over,Inactive ,,, Females ,19800
Apr 2022-Mar 2023,Local Authority,Haringey,All aged 16 & over,Inactive ,,, Females ,37000
Apr 2022-Mar 2023,Local Authority,Harrow,All aged 16 & over,Inactive ,,, Females ,43700
Apr 2022-Mar 2023,Local Authority,Havering,All aged 16 & over,Inactive ,,, Females ,33900
Apr 2022-Mar 2023,Local Authority,Hillingdon,All aged 16 & over,Inactive ,,, Females ,59400
Apr 2022-Mar 2023,Local Authority,Hounslow,All aged 16 & over,Inactive ,,, Females ,32800
Apr 2022-Mar 2023,Local Authority,Islington,All aged 16 & over,Inactive ,,, Females ,20100
Apr 2022-Mar 2023,Local Authority,Kensington and Chelsea,All aged 16 & over,Inactive ,,, Females ,30100
Apr 2022-Mar 2023,Local Authority,Kingston upon Thames,All aged 16 & over,Inactive ,,, Females ,24200
Apr 2022-Mar 2023,Local Authority,Lambeth,All aged 16 & over,Inactive ,,, Females ,35800
Apr 2022-Mar 2023,Local Authority,Lewisham,All aged 16 & over,Inactive ,,, Females ,31900
Apr 2022-Mar 2023,Local Authority,Merton,All aged 16 & over,Inactive ,,, Females ,31000
Apr 2022-Mar 2023,Local Authority,Newham,All aged 16 & over,Inactive ,,, Females ,48400
Apr 2022-Mar 2023,Local Authority,Redbridge,All aged 16 & over,Inactive ,,, Females ,42800
Apr 2022-Mar 2023,Local Authority,Richmond upon Thames,All aged 16 & over,Inactive ,,, Females ,25800
Apr 2022-Mar 2023,Local Authority,Southwark,All aged 16 & over,Inactive ,,, Females ,42500
Apr 2022-Mar 2023,Local Authority,Sutton,All aged 16 & over,Inactive ,,, Females ,30800
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,All aged 16 & over,Inactive ,,, Females ,55700
Apr 2022-Mar 2023,Local Authority,Waltham Forest,All aged 16 & over,Inactive ,,, Females ,42100
Apr 2022-Mar 2023,Local Authority,Wandsworth,All aged 16 & over,Inactive ,,, Females ,22900
Apr 2022-Mar 2023,Local Authority,Westminster,All aged 16 & over,Inactive ,,, Females ,48400
Apr 2022-Mar 2023,Region,London,All aged 16 & over,Inactive ,,, Females ,1293100
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Employees , Males ,37600
Apr 2022-Mar 2023,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Employees , Males ,86000
Apr 2022-Mar 2023,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Employees , Males ,56700
Apr 2022-Mar 2023,Local Authority,Brent,Aged 16-64,Active ,In employment ,Employees , Males ,57600
Apr 2022-Mar 2023,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Employees , Males ,62000
Apr 2022-Mar 2023,Local Authority,Camden,Aged 16-64,Active ,In employment ,Employees , Males ,42400
Apr 2022-Mar 2023,Local Authority,City of London,Aged 16-64,Active ,In employment ,Employees , Males ,13900
Apr 2022-Mar 2023,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Employees , Males ,79000
Apr 2022-Mar 2023,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Employees , Males ,89500
Apr 2022-Mar 2023,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Employees , Males ,74600
Apr 2022-Mar 2023,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Employees , Males ,65300
Apr 2022-Mar 2023,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Employees , Males ,73400
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Employees , Males ,44800
Apr 2022-Mar 2023,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Employees , Males ,66900
Apr 2022-Mar 2023,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Employees , Males ,53400
Apr 2022-Mar 2023,Local Authority,Havering,Aged 16-64,Active ,In employment ,Employees , Males ,61600
Apr 2022-Mar 2023,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Employees , Males ,55800
Apr 2022-Mar 2023,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Employees , Males ,64900
Apr 2022-Mar 2023,Local Authority,Islington,Aged 16-64,Active ,In employment ,Employees , Males ,64400
Apr 2022-Mar 2023,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Employees , Males ,20900
Apr 2022-Mar 2023,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Employees , Males ,45600
Apr 2022-Mar 2023,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Employees , Males ,83400
Apr 2022-Mar 2023,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Employees , Males ,71100
Apr 2022-Mar 2023,Local Authority,Merton,Aged 16-64,Active ,In employment ,Employees , Males ,55200
Apr 2022-Mar 2023,Local Authority,Newham,Aged 16-64,Active ,In employment ,Employees , Males ,86900
Apr 2022-Mar 2023,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Employees , Males ,60600
Apr 2022-Mar 2023,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Employees , Males ,44300
Apr 2022-Mar 2023,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Employees , Males ,83800
Apr 2022-Mar 2023,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Employees , Males ,46400
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Employees , Males ,79500
Apr 2022-Mar 2023,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Employees , Males ,57900
Apr 2022-Mar 2023,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Employees , Males ,83900
Apr 2022-Mar 2023,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Employees , Males ,57500
Apr 2022-Mar 2023,Region,London,Aged 16-64,Active ,In employment ,Employees , Males ,2026800
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Employees , Females ,43000
Apr 2022-Mar 2023,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Employees , Females ,77100
Apr 2022-Mar 2023,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Employees , Females ,57900
Apr 2022-Mar 2023,Local Authority,Brent,Aged 16-64,Active ,In employment ,Employees , Females ,51500
Apr 2022-Mar 2023,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Employees , Females ,78600
Apr 2022-Mar 2023,Local Authority,Camden,Aged 16-64,Active ,In employment ,Employees , Females ,53900
Apr 2022-Mar 2023,Local Authority,City of London,Aged 16-64,Active ,In employment ,Employees , Females ,!
Apr 2022-Mar 2023,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Employees , Females ,92200
Apr 2022-Mar 2023,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Employees , Females ,58000
Apr 2022-Mar 2023,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Employees , Females ,64900
Apr 2022-Mar 2023,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Employees , Females ,72900
Apr 2022-Mar 2023,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Employees , Females ,74700
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Employees , Females ,36600
Apr 2022-Mar 2023,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Employees , Females ,51200
Apr 2022-Mar 2023,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Employees , Females ,42900
Apr 2022-Mar 2023,Local Authority,Havering,Aged 16-64,Active ,In employment ,Employees , Females ,53400
Apr 2022-Mar 2023,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Employees , Females ,65000
Apr 2022-Mar 2023,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Employees , Females ,57400
Apr 2022-Mar 2023,Local Authority,Islington,Aged 16-64,Active ,In employment ,Employees , Females ,59300
Apr 2022-Mar 2023,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Employees , Females ,25000
Apr 2022-Mar 2023,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Employees , Females ,37500
Apr 2022-Mar 2023,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Employees , Females ,77500
Apr 2022-Mar 2023,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Employees , Females ,80800
Apr 2022-Mar 2023,Local Authority,Merton,Aged 16-64,Active ,In employment ,Employees , Females ,49300
Apr 2022-Mar 2023,Local Authority,Newham,Aged 16-64,Active ,In employment ,Employees , Females ,66600
Apr 2022-Mar 2023,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Employees , Females ,57600
Apr 2022-Mar 2023,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Employees , Females ,34500
Apr 2022-Mar 2023,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Employees , Females ,69400
Apr 2022-Mar 2023,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Employees , Females ,41400
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Employees , Females ,64900
Apr 2022-Mar 2023,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Employees , Females ,59700
Apr 2022-Mar 2023,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Employees , Females ,96400
Apr 2022-Mar 2023,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Employees , Females ,42900
Apr 2022-Mar 2023,Region,London,Aged 16-64,Active ,In employment ,Employees , Females ,1898500
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Self Employed , Males ,17800
Apr 2022-Mar 2023,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Self Employed , Males ,17200
Apr 2022-Mar 2023,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Self Employed , Males ,13400
Apr 2022-Mar 2023,Local Authority,Brent,Aged 16-64,Active ,In employment ,Self Employed , Males ,18800
Apr 2022-Mar 2023,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Self Employed , Males ,12000
Apr 2022-Mar 2023,Local Authority,Camden,Aged 16-64,Active ,In employment ,Self Employed , Males ,23700
Apr 2022-Mar 2023,Local Authority,City of London,Aged 16-64,Active ,In employment ,Self Employed , Males ,!
Apr 2022-Mar 2023,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Self Employed , Males ,11400
Apr 2022-Mar 2023,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Self Employed , Males ,9400
Apr 2022-Mar 2023,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Self Employed , Males ,14300
Apr 2022-Mar 2023,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Self Employed , Males ,13700
Apr 2022-Mar 2023,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Self Employed , Males ,9900
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Self Employed , Males ,4900
Apr 2022-Mar 2023,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Self Employed , Males ,24700
Apr 2022-Mar 2023,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Self Employed , Males ,13200
Apr 2022-Mar 2023,Local Authority,Havering,Aged 16-64,Active ,In employment ,Self Employed , Males ,17700
Apr 2022-Mar 2023,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Self Employed , Males ,17500
Apr 2022-Mar 2023,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Self Employed , Males ,8500
Apr 2022-Mar 2023,Local Authority,Islington,Aged 16-64,Active ,In employment ,Self Employed , Males ,13200
Apr 2022-Mar 2023,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Self Employed , Males ,9800
Apr 2022-Mar 2023,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Males ,8100
Apr 2022-Mar 2023,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Self Employed , Males ,28400
Apr 2022-Mar 2023,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Self Employed , Males ,14900
Apr 2022-Mar 2023,Local Authority,Merton,Aged 16-64,Active ,In employment ,Self Employed , Males ,8700
Apr 2022-Mar 2023,Local Authority,Newham,Aged 16-64,Active ,In employment ,Self Employed , Males ,24800
Apr 2022-Mar 2023,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Self Employed , Males ,19000
Apr 2022-Mar 2023,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Males ,11100
Apr 2022-Mar 2023,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Self Employed , Males ,13400
Apr 2022-Mar 2023,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Self Employed , Males ,8800
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Self Employed , Males ,20200
Apr 2022-Mar 2023,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Self Employed , Males ,8300
Apr 2022-Mar 2023,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Self Employed , Males ,13900
Apr 2022-Mar 2023,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Self Employed , Males ,8900
Apr 2022-Mar 2023,Region,London,Aged 16-64,Active ,In employment ,Self Employed , Males ,459500
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Self Employed , Females ,4600
Apr 2022-Mar 2023,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Self Employed , Females ,5600
Apr 2022-Mar 2023,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Self Employed , Females ,4600
Apr 2022-Mar 2023,Local Authority,Brent,Aged 16-64,Active ,In employment ,Self Employed , Females ,10100
Apr 2022-Mar 2023,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Self Employed , Females ,9100
Apr 2022-Mar 2023,Local Authority,Camden,Aged 16-64,Active ,In employment ,Self Employed , Females ,8400
Apr 2022-Mar 2023,Local Authority,City of London,Aged 16-64,Active ,In employment ,Self Employed , Females ,!
Apr 2022-Mar 2023,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Self Employed , Females ,10200
Apr 2022-Mar 2023,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Self Employed , Females ,13900
Apr 2022-Mar 2023,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Self Employed , Females ,4800
Apr 2022-Mar 2023,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Self Employed , Females ,5000
Apr 2022-Mar 2023,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Self Employed , Females ,7200
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Self Employed , Females ,12200
Apr 2022-Mar 2023,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Self Employed , Females ,8800
Apr 2022-Mar 2023,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Self Employed , Females ,7200
Apr 2022-Mar 2023,Local Authority,Havering,Aged 16-64,Active ,In employment ,Self Employed , Females ,5700
Apr 2022-Mar 2023,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Self Employed , Females ,7200
Apr 2022-Mar 2023,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Self Employed , Females ,5200
Apr 2022-Mar 2023,Local Authority,Islington,Aged 16-64,Active ,In employment ,Self Employed , Females ,9000
Apr 2022-Mar 2023,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Self Employed , Females ,8900
Apr 2022-Mar 2023,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Females ,9700
Apr 2022-Mar 2023,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Self Employed , Females ,16800
Apr 2022-Mar 2023,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Self Employed , Females ,14400
Apr 2022-Mar 2023,Local Authority,Merton,Aged 16-64,Active ,In employment ,Self Employed , Females ,4500
Apr 2022-Mar 2023,Local Authority,Newham,Aged 16-64,Active ,In employment ,Self Employed , Females ,9900
Apr 2022-Mar 2023,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Self Employed , Females ,9400
Apr 2022-Mar 2023,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Females ,6600
Apr 2022-Mar 2023,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Self Employed , Females ,11600
Apr 2022-Mar 2023,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Self Employed , Females ,6600
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Self Employed , Females ,7400
Apr 2022-Mar 2023,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Self Employed , Females ,6500
Apr 2022-Mar 2023,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Self Employed , Females ,7800
Apr 2022-Mar 2023,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Self Employed , Females ,5000
Apr 2022-Mar 2023,Region,London,Aged 16-64,Active ,In employment ,Self Employed , Females ,266100
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Unemployed , Males ,7500
Apr 2022-Mar 2023,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Brent,Aged 16-64,Active ,In employment ,Unemployed , Males ,8000
Apr 2022-Mar 2023,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Unemployed , Males ,3600
Apr 2022-Mar 2023,Local Authority,Camden,Aged 16-64,Active ,In employment ,Unemployed , Males ,3200
Apr 2022-Mar 2023,Local Authority,City of London,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Unemployed , Males ,5900
Apr 2022-Mar 2023,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Unemployed , Males ,7900
Apr 2022-Mar 2023,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Unemployed , Males ,5300
Apr 2022-Mar 2023,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Unemployed , Males ,2700
Apr 2022-Mar 2023,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Unemployed , Males ,7800
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Unemployed , Males ,1800
Apr 2022-Mar 2023,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Unemployed , Males ,2200
Apr 2022-Mar 2023,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Havering,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Unemployed , Males ,4900
Apr 2022-Mar 2023,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Unemployed , Males ,3100
Apr 2022-Mar 2023,Local Authority,Islington,Aged 16-64,Active ,In employment ,Unemployed , Males ,4200
Apr 2022-Mar 2023,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Unemployed , Males ,5700
Apr 2022-Mar 2023,Local Authority,Merton,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Newham,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Unemployed , Males ,3600
Apr 2022-Mar 2023,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Unemployed , Males ,2400
Apr 2022-Mar 2023,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Unemployed , Males ,4800
Apr 2022-Mar 2023,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Unemployed , Males ,2000
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Unemployed , Males ,4100
Apr 2022-Mar 2023,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2022-Mar 2023,Region,London,Aged 16-64,Active ,In employment ,Unemployed , Males ,105800
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Unemployed , Females ,3500
Apr 2022-Mar 2023,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Unemployed , Females ,2300
Apr 2022-Mar 2023,Local Authority,Brent,Aged 16-64,Active ,In employment ,Unemployed , Females ,4900
Apr 2022-Mar 2023,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Unemployed , Females ,3300
Apr 2022-Mar 2023,Local Authority,Camden,Aged 16-64,Active ,In employment ,Unemployed , Females ,2600
Apr 2022-Mar 2023,Local Authority,City of London,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Unemployed , Females ,5000
Apr 2022-Mar 2023,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Unemployed , Females ,5800
Apr 2022-Mar 2023,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Unemployed , Females ,7800
Apr 2022-Mar 2023,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Unemployed , Females ,3100
Apr 2022-Mar 2023,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Unemployed , Females ,6300
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Unemployed , Females ,2700
Apr 2022-Mar 2023,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Unemployed , Females ,6000
Apr 2022-Mar 2023,Local Authority,Havering,Aged 16-64,Active ,In employment ,Unemployed , Females ,1400
Apr 2022-Mar 2023,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Unemployed , Females ,2800
Apr 2022-Mar 2023,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Islington,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Unemployed , Females ,1500
Apr 2022-Mar 2023,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Unemployed , Females ,4300
Apr 2022-Mar 2023,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Unemployed , Females ,5700
Apr 2022-Mar 2023,Local Authority,Merton,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Newham,Aged 16-64,Active ,In employment ,Unemployed , Females ,6800
Apr 2022-Mar 2023,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Unemployed , Females ,2200
Apr 2022-Mar 2023,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Unemployed , Females ,!
Apr 2022-Mar 2023,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Unemployed , Females ,1900
Apr 2022-Mar 2023,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Unemployed , Females ,6600
Apr 2022-Mar 2023,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Unemployed , Females ,5700
Apr 2022-Mar 2023,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Unemployed , Females ,3600
Apr 2022-Mar 2023,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Unemployed , Females ,1800
Apr 2022-Mar 2023,Region,London,Aged 16-64,Active ,In employment ,Unemployed , Females ,106600
Apr 2022-Mar 2023,Local Authority,Barking and Dagenham,Aged 16-64,Inactive ,,, Males ,6200
Apr 2022-Mar 2023,Local Authority,Barnet,Aged 16-64,Inactive ,,, Males ,30100
Apr 2022-Mar 2023,Local Authority,Bexley,Aged 16-64,Inactive ,,, Males ,10800
Apr 2022-Mar 2023,Local Authority,Brent,Aged 16-64,Inactive ,,, Males ,8200
Apr 2022-Mar 2023,Local Authority,Bromley,Aged 16-64,Inactive ,,, Males ,20200
Apr 2022-Mar 2023,Local Authority,Camden,Aged 16-64,Inactive ,,, Males ,18500
Apr 2022-Mar 2023,Local Authority,City of London,Aged 16-64,Inactive ,,, Males ,!
Apr 2022-Mar 2023,Local Authority,Croydon,Aged 16-64,Inactive ,,, Males ,16400
Apr 2022-Mar 2023,Local Authority,Ealing,Aged 16-64,Inactive ,,, Males ,20500
Apr 2022-Mar 2023,Local Authority,Enfield,Aged 16-64,Inactive ,,, Males ,21400
Apr 2022-Mar 2023,Local Authority,Greenwich,Aged 16-64,Inactive ,,, Males ,21500
Apr 2022-Mar 2023,Local Authority,Hackney,Aged 16-64,Inactive ,,, Males ,21400
Apr 2022-Mar 2023,Local Authority,Hammersmith and Fulham,Aged 16-64,Inactive ,,, Males ,11900
Apr 2022-Mar 2023,Local Authority,Haringey,Aged 16-64,Inactive ,,, Males ,15300
Apr 2022-Mar 2023,Local Authority,Harrow,Aged 16-64,Inactive ,,, Males ,10900
