
"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Total"
"measure    :","Claimant count"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"
"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"

"January 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Female"
"measure    :","Claimants as a proportion of the workforce"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"

"January 2021",6.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",6.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",5.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"

